"Research that uses data from D-PLACE should cite both the original source(s) of  the data and the paper by Kirby et al. in which D-PLACE was first presented  (e.g., research using cultural data from the Binford Hunter-Gatherer dataset: ""Binford (2001);  Binford and Johnson (2006); Kirby et al. Submitted)."" The reference list should include the date data were  accessed and URL for D-PLACE (https://d-place.org), in addition to the full references for Binford (2001),  Binford and Johnson (2006), and Kirby et al. Submitted."
Source,Preferred society name,Society id,Cross-dataset id,Original society name,Revised latitude,Revised longitude,Original latitude,Original longitude,Glottolog language/dialect id,Glottolog language/dialect name,ISO code,Language family,Focal Year: EA027 Kin terms for cousins,Code: EA027 Kin terms for cousins,Description: EA027 Kin terms for cousins,Comment: EA027 Kin terms for cousins,Subcase: EA027 Kin terms for cousins,References: EA027 Kin terms for cousins,Focal Year: EA043 Descent: major type,Code: EA043 Descent: major type,Description: EA043 Descent: major type,Comment: EA043 Descent: major type,Subcase: EA043 Descent: major type,References: EA043 Descent: major type
Ethnographic Atlas,Curripaco,Sc9,xd1352,Curipaco (Sc9),5.0,-67.0,5.0,-67.0,curr1243,Curripaco,kpc,Arawakan,1950,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,,Wilbert(1960a); Wilbert(1963); ,1950,6,"Bilateral (EA017 = 1, EA019 = 1, EA021 = 1 or EA021 = 2)",,,Wilbert(1960a); Wilbert(1963); 
Ethnographic Atlas,Anindilyagwa,Id13,xd776,Groote Eylandt (Id13),-13.99,136.6,-14.0,137.0,anin1240,Anindilyakwa,aoi,Gunwinyguan,1930,7,"Sudanese, i.e., FaSiCh and MoBrCh distinguished alike from siblings, parallel cousins, and each other but without conforming to either the Crow, the descriptive, or the Omaha patterns",,,Rose(1960); ,1930,2,"Duolateral (EA017 > 1, EA019 > 1, EA021 = 9 or EA021 = 0)",See related comment(s) by Murdock: variable EA019: Implicit matrimoieties,,Rose(1960); 
Ethnographic Atlas,Zenaga,Cc20,xd499,Zenaga (Cc20),18.0,-8.0,18.0,-8.0,zena1248,Zenaga,zen,Afro-Asiatic,,NA,Missing data,,,,1910,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,with special reference to the more nomadic northern groups,Adeler(1939); Tauxier(1912); 
Ethnographic Atlas,Karekare,Cb10,xd459,Karekare (Cb10),12.0,11.0,12.0,11.0,kare1348,Karekare,kai,Afro-Asiatic,1920,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,,Meek(1931d); ,1920,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,,Meek(1931d); 
Ethnographic Atlas,Anak Dalam,Ib8,xd757,Kubu (Ib8),-3.0,103.0,-3.0,103.0,kubu1239,Kubu,kvb,Austronesian,,NA,Missing data,,,,1900,6,"Bilateral (EA017 = 1, EA019 = 1, EA021 = 1 or EA021 = 2)",,with special reference to the Ridan group,Schebesta(1928); Hagen(1908); 
Ethnographic Atlas,Hasania,Cb4,xd481,Hasania (Cb4),14.0,32.0,14.0,32.0,khar1296,Khartoum,,Afro-Asiatic,1920,2,"Descriptive or derivative, rather than elementary, terms employed for all cousins",,,Reid(1930); ,1920,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,,Reid(1930); 
Ethnographic Atlas,Teda,Cc2,xd498,Teda (Cc2),21.0,17.0,21.0,17.0,teda1241,Tedaga,tuq,Saharan,1950,5,"Iroquois, i.e., FaSiCh equated with MoBrCh but differentiated from both siblings and parallel cousins",,Nomads of Tibesti,Cline(1950); Briggs(1958); Le Coeur(1950); Fuchs(1956); Chapelle(1957a); Nachtigal(1879); ,1950,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,Nomads of Tibesti,Cline(1950); Briggs(1958); Le Coeur(1950); Fuchs(1956); Chapelle(1957a); Nachtigal(1879); 
Ethnographic Atlas,Moldovans,ch25,xd563,Moldovans (ch25),47.0,29.0,47.0,29.0,mold1247,Moldavan,,Indo-European,1900,3,"Eskimo, i.e., FaBrCh, FaSiCh, MoBrCh, and MoSiCh equated with each other but differentiated from siblings",,with special reference to the Beletskij Uezd,Tolstov(1964); Aleksandrov(1900b); Karlov(1990); Kantemir(1973); Postolaki(1987); Semenov(1900c); Salmanovich(1947); Pljusnin(1899); Zashchuk(1859); Kozlova(1982); ,1900,6,"Bilateral (EA017 = 1, EA019 = 1, EA021 = 1 or EA021 = 2)",,with special reference to the Beletskij Uezd,Tolstov(1964); Aleksandrov(1900b); Karlov(1990); Kantemir(1973); Postolaki(1987); Semenov(1900c); Salmanovich(1947); Pljusnin(1899); Zashchuk(1859); Kozlova(1982); 
Ethnographic Atlas,Bamileke,Ae5,xd171,Bamileke (Ae5),5.0,10.0,5.0,10.0,fefe1239,Fe'fe',fmp,Atlantic-Congo,,NA,Missing data,,,,1910,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,,Egerton(1939); McCulloch et al.(1954); 
Ethnographic Atlas,Koya,Eg11,xd674,Koya (Eg11),19.0,78.0,19.0,78.0,koya1251,Koya,kff,Dravidian,1960,5,"Iroquois, i.e., FaSiCh equated with MoBrCh but differentiated from both siblings and parallel cousins",,with special reference to the Gommu Koya,Tyler(1965); ,1960,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,with special reference to the Gommu Koya,Tyler(1965); 
Ethnographic Atlas,Koko,Ae53,xd175,Koko (Ae53),4.0,11.0,4.0,11.0,bako1249,Bakoko,bkh,Atlantic-Congo,,NA,Missing data,,,,1920,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,,Nicol(1929); 
Ethnographic Atlas,Ife,Af34,xd213,Ife (Af34),7.0,5.0,7.0,5.0,ifee1241,Ifè,ife,Atlantic-Congo,1930,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,"Ife Ilesha Division, Oyo Prov.",Bascom(1944); Bascom(1942); Forde(1951); ,1930,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,"Ife Ilesha Division, Oyo Prov.",Bascom(1944); Bascom(1942); Forde(1951); 
Ethnographic Atlas,Isoko,Af25,xd203,Isoko (Af25),5.0,6.0,5.0,6.0,isok1239,Isoko,iso,Atlantic-Congo,1930,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,,Welch(1934); Bradbury(1957); ,1930,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,,Welch(1934); Bradbury(1957); 
Ethnographic Atlas,Santa Ana,Nh12,xd1262,Santa Ana (Nh12),35.0,-107.0,35.0,-107.0,sant1426,Santa Ana,,Keresan,1920,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,,Gifford(1940); White(1942); ,1920,3,"Matrilineal (EA017 = 1, EA019 > 1, EA021 = 9)",,,Gifford(1940); White(1942); 
Ethnographic Atlas,Tanala,Eh3,xd689,Tanala (Eh3),-22.0,47.0,-22.0,47.0,tana1285,Tanala,,Austronesian,1930,5,"Iroquois, i.e., FaSiCh equated with MoBrCh but differentiated from both siblings and parallel cousins",But sibling terms are applied to cross-cousins of the same sex,Menabe subtribe,Kardiner(1939); Murdock(1959); Linton(1939b); Linton(1933); ,1930,2,"Duolateral (EA017 > 1, EA019 > 1, EA021 = 9 or EA021 = 0)",,Menabe subtribe,Kardiner(1939); Murdock(1959); Linton(1939b); Linton(1933); 
Ethnographic Atlas,Didinga,Aj19,xd394,Didinga (Aj19),4.0,34.0,4.0,34.0,didi1258,Didinga,did,Surmic,,NA,Missing data,,,,1920,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,,Driberg(1932); Driberg(1925a); Driberg(1922); 
Ethnographic Atlas,Chahar,Eb7,xd615,Chahar (Eb7),41.0,115.0,41.0,115.0,peri1253,Peripheral Mongolian,mvf,Mongolic,1930,6,"Omaha, i.e., MoBrCh equated with MoBr or Mo and/or FaSiCh with SiCh(ms) or Ch",,,Vreeland(1954); Krader(1954b); ,1930,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,,Vreeland(1954); Krader(1954b); 
Ethnographic Atlas,Mojave,Nh21,xd1272,Mohave (Nh21),35.0,-114.0,35.0,-114.0,moha1256,Mohave,mov,Cochimi-Yuman,1850,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,Fort Mohave and Colorado River Reservation,Drucker(1941); Kroeber(1902); Devereaux(1950); Kroeber(1925i); ,1850,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,Fort Mohave and Colorado River Reservation,Drucker(1941); Kroeber(1902); Devereaux(1950); Kroeber(1925i); 
Ethnographic Atlas,Ellice,Ii4,xd883,Ellice (Ii4),-7.48,178.68,-8.0,178.0,tuva1244,Tuvalu,tvl,Austronesian,1890,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,with special reference to the inhabitants of Vaitupu,White(1965); Kennedy(1931); ,1890,5,"Ambilineal (EA017 = 1, EA019 = 1, EA021 = 3 or EA021 = 4 or EA021 = 5)",,with special reference to the inhabitants of Vaitupu,White(1965); Kennedy(1931); 
Ethnographic Atlas,Chiricahua,Nh1,xd1259,Chiricahua (Nh1),31.0,-108.0,31.0,-108.0,mesc1238,Mescalero-Chiricahua Apache,apm,Athapaskan-Eyak-Tlingit,1880,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,Central band,Opler(1971); Gifford(1940); Opler(1941); Opler(1937); Opler(1936c); Opler(1936b); ,1880,6,"Bilateral (EA017 = 1, EA019 = 1, EA021 = 1 or EA021 = 2)",,Central band,Opler(1971); Gifford(1940); Opler(1941); Opler(1937); Opler(1936c); Opler(1936b); 
Ethnographic Atlas,Lake Miwok,Nc21,xd1120,Lake Miwok (Nc21),38.75,-123.2,38.0,-123.0,lake1258,Lake Miwok,lmw,Miwok-Costanoan,1860,6,"Omaha, i.e., MoBrCh equated with MoBr or Mo and/or FaSiCh with SiCh(ms) or Ch",,,Gifford(1922m); Gifford and Kroeber(1937a); ,1860,6,"Bilateral (EA017 = 1, EA019 = 1, EA021 = 1 or EA021 = 2)",,,Gifford(1922m); Gifford and Kroeber(1937a); 
Ethnographic Atlas,Koranko,Ag24,xd260,Koranko (Ag24),9.0,-11.0,9.0,-11.0,kura1250,Kuranko,knk,Mande,1910,NA,Missing data,Sudanese if a confused report by Thomas is to be accepted,,Thomas(1916); Kamara and Drummond(1930); Chevalier(1909); ,1910,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,,Thomas(1916); Kamara and Drummond(1930); Chevalier(1909); 
Ethnographic Atlas,Dagara,Ag39,xd276,Dagari (Ag39),11.0,-3.0,11.0,-3.0,sout2789,Southern Dagaare,dga,Atlantic-Congo,1910,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,,Labouret(1920); Rattray(1932); Tauxier(1912); ,1910,2,"Duolateral (EA017 > 1, EA019 > 1, EA021 = 9 or EA021 = 0)",,,Labouret(1920); Rattray(1932); Tauxier(1912); 
Ethnographic Atlas,Pimbwe,Ad21,xd89,Pimbwe (Ad21),-7.0,31.0,-7.0,31.0,pimb1238,Pimbwe,piw,Atlantic-Congo,1930,7,"Sudanese, i.e., FaSiCh and MoBrCh distinguished alike from siblings, parallel cousins, and each other but without conforming to either the Crow, the descriptive, or the Omaha patterns",,,Maurice(1935-38); ,1930,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)","See related comment(s) by Murdock: variable EA017, EA019: ""A man belongs to the kin group (uluko) of his father's father or his son's son, but not to that of his father or of his son (who both belong to another uluko). There is perpetual alternation of two uluko-names in each patrilineage.""",,Maurice(1935-38); 
Ethnographic Atlas,Zuni,Nh4,xd1280,Zuni (Nh4),35.0,-109.0,35.0,-109.0,zuni1245,Zuni,zun,Zuni,1910,1,"Crow, i.e., FaSiCh equated with Fa or FaSi and/or MoBrCh with Ch or BrCh(ws)",,Pueblo,Bunzel(1932); Bunzel(1930); Leighton and Adair(1966); Kroeber(1917b); Roberts(nd); Roberts(1956); Parsons(1919); Gifford(1940); Smith(1954b); Eggan(1950); Stevenson(1909); Stevenson(1904); Benedict(1934a); Cushing(1920); ,1910,3,"Matrilineal (EA017 = 1, EA019 > 1, EA021 = 9)",,Pueblo,Bunzel(1932); Bunzel(1930); Leighton and Adair(1966); Kroeber(1917b); Roberts(nd); Roberts(1956); Parsons(1919); Gifford(1940); Smith(1954b); Eggan(1950); Stevenson(1909); Stevenson(1904); Benedict(1934a); Cushing(1920); 
Ethnographic Atlas,Banen,Ae51,xd173,Banen (Ae51),5.0,11.0,5.0,11.0,tune1261,Tunen,tvu,Atlantic-Congo,,NA,Missing data,,,,1940,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,Ndiki subtribe,Dugast(1955); Dugast(1944); McCulloch et al.(1954); Tessmann(1934); Dugast(1959); 
Ethnographic Atlas,Shantung,Ed10,xd639,Shantung (Ed10),37.0,118.0,37.0,118.0,mand1415,Mandarin Chinese,cmn,Sino-Tibetan,1930,2,"Descriptive or derivative, rather than elementary, terms employed for all cousins",,with special reference to the village of Taitou,Yang(1945); ,1930,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,with special reference to the village of Taitou,Yang(1945); 
Ethnographic Atlas,Awuna,Ag37,xd274,Awuna (Ag37),11.0,-2.0,11.0,-2.0,awun1244,Awuna,,Atlantic-Congo,1910,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,,Rattray(1932); Tauxier(1912); ,1910,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,,Rattray(1932); Tauxier(1912); 
Ethnographic Atlas,Sahel,Cd19,xd517,Sahel (Cd19),35.0,10.94,35.0,11.0,sahi1245,Sahil,,Afro-Asiatic,,NA,Missing data,,,,1920,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,,Ubach et al.(1923); Despois(1940); 
Ethnographic Atlas,Kapingamarangi,Ii7,xd886,Kapingamarang (Ii7),1.09,154.8,1.0,155.0,kapi1249,Kapingamarangi,kpg,Austronesian,1910,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,,Buck(1950); Eilers(1934); Emory(1965); ,1910,6,"Bilateral (EA017 = 1, EA019 = 1, EA021 = 1 or EA021 = 2)",,,Buck(1950); Eilers(1934); Emory(1965); 
Ethnographic Atlas,Suri,Aj20,xd396,Suri (Aj20),6.0,35.0,6.0,35.0,suri1267,Suri,suq,Surmic,,NA,Missing data,,,,1940,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,,Cerulli(1956); Lyth(1947); Pauli(1950); 
Ethnographic Atlas,Ndob,Ae55,xd177,Ndob (Ae55),6.0,10.0,6.0,10.0,band1349,Bandobo,,Atlantic-Congo,1950,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,,McCulloch et al.(1954); Kaberry(1952); ,1950,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,,McCulloch et al.(1954); Kaberry(1952); 
Ethnographic Atlas,Mescalero,Nh15,xd1265,Mescalero (Nh15),33.0,-103.0,33.0,-103.0,mesc1238,Mescalero-Chiricahua Apache,apm,Athapaskan-Eyak-Tlingit,1870,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",,,Opler(1936a); Gifford(1940); Flannery(1932); Castetter and Opler(1936); ,1870,6,"Bilateral (EA017 = 1, EA019 = 1, EA021 = 1 or EA021 = 2)",,,Opler(1936a); Gifford(1940); Flannery(1932); Castetter and Opler(1936); 
Ethnographic Atlas,Wenatchi,Nd16,xd1148,Wenatchi (Nd16),48.0,-121.0,48.0,-121.0,wena1241,Wenatchi,,Salishan,,NA,Missing data,,,,1870,6,"Bilateral (EA017 = 1, EA019 = 1, EA021 = 1 or EA021 = 2)",,,Ray(1942); Teit(1928); 
Ethnographic Atlas,Tobelorese,Ic10,xd760,Tobelorese (Ic10),1.0,128.0,1.0,128.0,tobe1252,Tobelo,tlb,North Halmahera,,NA,Missing data,,,,1910,6,"Bilateral (EA017 = 1, EA019 = 1, EA021 = 1 or EA021 = 2)",,Tobelo District,Riedel(1885); Hueting(1921); 
Ethnographic Atlas,Susu,Ag26,xd262,Susu (Ag26),15.0,-13.0,15.0,-13.0,susu1250,Susu,sus,Mande,1930,5,"Iroquois, i.e., FaSiCh equated with MoBrCh but differentiated from both siblings and parallel cousins",,,Aubert(1936); Thomas(1916); Anonymous(1939a); ,1930,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,,Aubert(1936); Thomas(1916); Anonymous(1939a); 
Ethnographic Atlas,Sakata,Ac24,xd49,Sakata (Ac24),-3.0,18.0,-3.0,18.0,saka1287,Sakata,skt,Atlantic-Congo,,NA,Missing data,,,,1910,3,"Matrilineal (EA017 = 1, EA019 > 1, EA021 = 9)",,,Denis(1935); Baeyens(1913); Maes(1924); Viaene and Bernard(1909-10); 
Ethnographic Atlas,Quechan,Nh22,xd1273,Yuma (Nh22),33.0,-114.0,33.0,-114.0,quec1382,Quechan,yum,Cochimi-Yuman,1860,5,"Iroquois, i.e., FaSiCh equated with MoBrCh but differentiated from both siblings and parallel cousins",,,Drucker(1937); Halpern(1942); Bee(1963); Forde(1931); ,1860,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,,Drucker(1937); Halpern(1942); Bee(1963); Forde(1931); 
Ethnographic Atlas,Toba Batak,Ib4,xd753,Batak (Ib4),2.0,99.0,2.0,99.0,bata1289,Batak Toba,bbc,Austronesian,1930,7,"Sudanese, i.e., FaSiCh and MoBrCh distinguished alike from siblings, parallel cousins, and each other but without conforming to either the Crow, the descriptive, or the Omaha patterns",,with special reference to the Toba group,Warneck(1901); Bruner(1959); Loeb(1933); Bartlett(1929); ,1930,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,with special reference to the Toba group,Warneck(1901); Bruner(1959); Loeb(1933); Bartlett(1929); 
Ethnographic Atlas,Tullishi,Ai42,xd373,Tullishi (Ai42),12.0,29.0,12.0,29.0,tuli1249,Tulishi,tey,Kadugli-Krongo,1940,4,"Hawaiian, i.e., all cousins equated with siblings or called by terms clearly derivative from those for siblings",But Descriptive for MoBrCh,,Nadel(1950); Nadel(1947); ,1940,2,"Duolateral (EA017 > 1, EA019 > 1, EA021 = 9 or EA021 = 0)",,,Nadel(1950); Nadel(1947); 
Ethnographic Atlas,Kel Antessar,Cc5,xd502,Antessar (Cc5),18.0,-3.0,18.0,-3.0,timb1263,Timbuktu,,Afro-Asiatic,1910,5,"Iroquois, i.e., FaSiCh equated with MoBrCh but differentiated from both siblings and parallel cousins",,,Zeltner(1914); Aymard(1911); Miner(1953a); Said(1903); ,1910,3,"Matrilineal (EA017 = 1, EA019 > 1, EA021 = 9)",,,Zeltner(1914); Aymard(1911); Miner(1953a); Said(1903); 
Ethnographic Atlas,Banyaruanda,Ae10,xd128,Ruanda (Ae10),-2.0,30.0,-2.0,30.0,kiny1244,Kinyarwanda,kin,Atlantic-Congo,1910,5,"Iroquois, i.e., FaSiCh equated with MoBrCh but differentiated from both siblings and parallel cousins",,,D'Hertefelt(1965); D'Hertefelt et al.(1962); Vanhove(1941); Maquet(1967); Maquet(1955); Czekanowski(1917); Pages(1933); ,1910,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,,D'Hertefelt(1965); D'Hertefelt et al.(1962); Vanhove(1941); Maquet(1967); Maquet(1955); Czekanowski(1917); Pages(1933); 
Ethnographic Atlas,Hill Suk,Aj26,xd402,Hill Suk (Aj26),1.0,36.0,1.0,36.0,west2492,West Pokot,,Nilotic,1910,5,"Iroquois, i.e., FaSiCh equated with MoBrCh but differentiated from both siblings and parallel cousins",But with certain Omaha features,,Huntingford(1953b); Schneider(1957a); Barton(1921); Peristiany(1954); Beech(1911); ,1910,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,,Huntingford(1953b); Schneider(1957a); Barton(1921); Peristiany(1954); Beech(1911); 
Ethnographic Atlas,Hano,Nh2,xd1270,Hano (Nh2),36.0,-111.0,36.0,-111.0,hano1247,Hano (USA),,Kiowa-Tanoan,1950,1,"Crow, i.e., FaSiCh equated with Fa or FaSi and/or MoBrCh with Ch or BrCh(ws)",,,Dozier(1954); ,1950,3,"Matrilineal (EA017 = 1, EA019 > 1, EA021 = 9)",,,Dozier(1954); 
Ethnographic Atlas,Ekoi,Af18,xd195,Ekoi (Af18),6.0,8.0,6.0,8.0,ejag1239,Ejagham,etu,Atlantic-Congo,,NA,Missing data,,,,1900,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,,Talbot(1912); Bystrom(1954); 
Ethnographic Atlas,Bikinians,If12,xd827,Bikinians (If12),11.7,165.29,12.0,165.0,rali1241,Rälik,,Austronesian,1940,5,"Iroquois, i.e., FaSiCh equated with MoBrCh but differentiated from both siblings and parallel cousins",,,Mason(1954); ,1940,3,"Matrilineal (EA017 = 1, EA019 > 1, EA021 = 9)",,,Mason(1954); 
Ethnographic Atlas,Jicarilla,Nh16,xd1266,Jicarilla (Nh16),36.0,-104.0,36.0,-104.0,jica1244,Jicarilla Apache,apj,Athapaskan-Eyak-Tlingit,1870,5,"Iroquois, i.e., FaSiCh equated with MoBrCh but differentiated from both siblings and parallel cousins",,"Jicarilla Reservation, Dulce, New Mexico",Gifford(1940); Opler(1946); Bellah(1952); Opler(1936d); ,1870,6,"Bilateral (EA017 = 1, EA019 = 1, EA021 = 1 or EA021 = 2)",,"Jicarilla Reservation, Dulce, New Mexico",Gifford(1940); Opler(1946); Bellah(1952); Opler(1936d); 
Ethnographic Atlas,Spanish Basques,Ce8,xd535,Spanish Basques (Ce8),43.0,-2.0,43.0,-2.0,west1508,Western Low Navarrese,,Basque,1934,3,"Eskimo, i.e., FaBrCh, FaSiCh, MoBrCh, and MoSiCh equated with each other but differentiated from siblings",,with special reference to the village of Vera,Douglass(1967); Caro Baroja(1944); ,1934,6,"Bilateral (EA017 = 1, EA019 = 1, EA021 = 1 or EA021 = 2)",,with special reference to the village of Vera,Douglass(1967); Caro Baroja(1944); 
Ethnographic Atlas,Palaung,Ei18,xd705,Palaung (Ei18),23.0,97.0,23.0,97.0,shwe1236,Shwe Palaung,pll,Austroasiatic,1920,3,"Eskimo, i.e., FaBrCh, FaSiCh, MoBrCh, and MoSiCh equated with each other but differentiated from siblings",,with special reference to the Katur subtribe,Milne(1924); Lowis(1906); ,1920,6,"Bilateral (EA017 = 1, EA019 = 1, EA021 = 1 or EA021 = 2)",,with special reference to the Katur subtribe,Milne(1924); Lowis(1906); 
Ethnographic Atlas,Nononke,Ag28,xd264,Nono (Ag28),14.0,-4.0,14.0,-4.0,jena1242,Jenaama Bozo,bze,Mande,,NA,Missing data,,,,,NA,Missing data,,,
Ethnographic Atlas,Salinan,Nc26,xd1125,Salinan (Nc26),36.0,-121.0,36.0,-121.0,sali1253,Salinan,sln,Salinan,,NA,Missing data,,,,1770,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,,Mason(1912); Harrington(1942); 
Ethnographic Atlas,Ancient Egyptians,Cd6,xd524,Ancient Egypt (Cd6),30.0,31.0,30.0,31.0,egyp1246,Egyptian (Ancient),egy,Afro-Asiatic,,NA,Missing data,,,,-1400,6,"Bilateral (EA017 = 1, EA019 = 1, EA021 = 1 or EA021 = 2)",,with special reference to the New Empire,Kees(1923); Montet(1946); Budge(1926); Erman(1923); 
Ethnographic Atlas,Luba,Ae6,xd182,Luba (Ae6),-8.0,26.0,-8.0,26.0,luba1250,Luba-Katanga,lub,Atlantic-Congo,,NA,Missing data,,,,1930,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,with special reference to the Bena Kalundwe,Verhulpen(1936); 
Ethnographic Atlas,Tem,Ag52,xd291,Tem (Ag52),11.0,1.0,11.0,1.0,temm1241,Tem,kdh,Atlantic-Congo,,NA,Missing data,,,,1950,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,,Froelich et al.(1963); 
Ethnographic Atlas,Neapolitans,Ce5,xd532,Neapolitians (Ce5),40.89,14.25,41.0,13.0,neap1235,Neapolitan,nap,Indo-European,1960,3,"Eskimo, i.e., FaBrCh, FaSiCh, MoBrCh, and MoSiCh equated with each other but differentiated from siblings",,with special reference to the inhabitants of the city of Naples and its immediate environs,Parsons(1964); ,1960,6,"Bilateral (EA017 = 1, EA019 = 1, EA021 = 1 or EA021 = 2)",,with special reference to the inhabitants of the city of Naples and its immediate environs,Parsons(1964); 
Ethnographic Atlas,Tikar,Ae58,xd180,Tikar (Ae58),6.0,12.0,6.0,12.0,tige1238,Tige,,Atlantic-Congo,,NA,Missing data,,,,1910,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,,Thorbecke(1916); Thorbecke and Thorbecke(1919); 
Ethnographic Atlas,Lithuanian Karaim,ch22,xd560,Lithuanian Karaim (ch22),55.0,23.0,55.0,23.0,kara1464,Karaim,kdr,Turkic,,NA,Missing data,,,,1895,6,"Bilateral (EA017 = 1, EA019 = 1, EA021 = 1 or EA021 = 2)",,with special reference to those of the Trakaj area,Shapshal(1995); Firkovich(1969); Eljashevish(1994); Muhlinskij(1902); Muhlinskij(1862); Kefeli(1992); Hafuz(1994); Maciuika(1955); Vjartsinkjavjachus(1989); Tuhan-Baranowski(1896); 
Ethnographic Atlas,Makua,Ac42,xd69,Makua (Ac42),-15.0,39.0,-15.0,39.0,makh1264,Makhuwa,vmw,Atlantic-Congo,,NA,Missing data,,,,1900,3,"Matrilineal (EA017 = 1, EA019 > 1, EA021 = 9)",,,Tew(1950); Weule(1908); 
Ethnographic Atlas,Kom,Ae54,xd176,Kom (Ae54),6.0,10.0,6.0,10.0,komc1235,Kom (Cameroon),bkm,Atlantic-Congo,,NA,Missing data,,,,1950,3,"Matrilineal (EA017 = 1, EA019 > 1, EA021 = 9)",,,McCulloch et al.(1954); Jeffreys(1951); Kaberry(1952); 
Ethnographic Atlas,Kutsu,Ae22,xd141,Kutshu (Ae22),-4.0,22.0,-4.0,22.0,kusu1252,Kusu,ksv,Atlantic-Congo,1900,5,"Iroquois, i.e., FaSiCh equated with MoBrCh but differentiated from both siblings and parallel cousins",,with special reference to the Bankutu,Van Laere(1900); Torday and Joyce(1922b); ,1900,1,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",,with special reference to the Bankutu,Van Laere(1900); Torday and Joyce(1922b); 
